FacilityID,FacilityName,VOCs,TSP,SOx,NOx,Total,Total(不含VOCs)
J55B3392,喜康生技股份有限公司,0,0,0,0.038,0.038,0.038
L05A0633,亮新企業股份有限公司,0,0,0,0.038,0.038,0.038
L9800157,小林煎餅股份有限公司,0,0,0,0.038,0.038,0.038
P46A1988,嘉品生物科技股份有限公司,0,0,0,0.038,0.038,0.038
S2009936,新聯興企業股份有限公司,0,0,0,0.038,0.038,0.038
S2907893,良豐不銹鋼管件有限公司,0,0,0,0.038,0.038,0.038
T43A0195,順昕畜牧場,0,0,0.002,0.036,0.038,0.038
T47A0591,台灣北斗生技股份有限公司,0,0,0,0.038,0.038,0.038
F0702496,協裕電著塗裝有限公司,0.484,0.001,0.003,0.033,0.521,0.037
T5006636,傑生工業股份有限公司,0.052,0,0.003,0.034,0.089,0.037
O17K7818,鉅晶電子股份有限公司8A篤行廠區,0.049,0,0.003,0.034,0.086,0.037
H4703600,華通電腦股份有限公司大園廠,12.567,0.015,0,0.022,12.604,0.037
Q6907713,嘉展企業股份有限公司,1.662,0,0,0.037,1.699,0.037
L9301524,台灣櫻花股份有限公司神岡廠,0.936,0,0,0.037,0.973,0.037
L0501171,光榮工業股份有限公司,0.035,0,0.027,0.01,0.072,0.037
Q6908578,隆興熱處理股份有限公司,0.028,0.037,0,0,0.065,0.037
J5995150,沂美企業有限公司,0.021,0,0.022,0.015,0.058,0.037
B8800915,餐御宴食品有限公司,0,0,0,0.037,0.037,0.037
K68A2547,中華蛋白股份有限公司苗栗廠,0,0,0.022,0.015,0.037,0.037
N0703402,億量企業股份有限公司,0,0,0,0.037,0.037,0.037
R1004087,慶成鑄造廠,0,0,0.022,0.015,0.037,0.037
P4600763,豐泰企業股份有限公司豐帝廠,1.292,0,0.017,0.019,1.328,0.036
L0506023,金田機械股份有限公司,0.041,0,0.003,0.033,0.077,0.036
L00A0262,合笙鋅鋁壓鑄廠,0.041,0,0.015,0.021,0.077,0.036
F0721651,立行環保有限公司,0.025,0,0.003,0.033,0.061,0.036
K7104892,行政院農業委員會家畜衛生試驗所動物用藥品檢定分所,0.004,0,0.007,0.029,0.04,0.036
L8801801,基昇工業股份有限公司,0,0,0.003,0.033,0.036,0.036
N1601087,元振木業股份有限公司,0,0,0.002,0.034,0.036,0.036
V7500991,豐邑牧場,0,0,0.002,0.034,0.036,0.036
S1666455,鋅德克科技有限公司,0.854,0,0,0.036,0.89,0.036
L9301579,日堡全球精密科技股份有限公司二廠,0.841,0,0,0.036,0.877,0.036
H4801905,德寶家電股份有限公司,0.445,0,0,0.036,0.481,0.036
N0724250,上長利股份限公司,0.075,0,0,0.036,0.111,0.036
A39B9398,衣朵有限公司,0.04,0,0,0.036,0.076,0.036
S2006168,豐亞塑膠企業股份有限公司,0.023,0,0,0.036,0.059,0.036
S2011516,豐亞塑膠企業股份有限公司二廠,0.023,0,0,0.036,0.059,0.036
N1300129,正新行製米股份有限公司田中二廠,0.001,0,0,0.036,0.037,0.036
D2701115,台南市立醫院,0,0,0,0.036,0.036,0.036
D28A0814,三華游泳池,0,0,0,0.036,0.036,0.036
L9502129,五角企業有限公司,0,0,0,0.036,0.036,0.036
Q7800660,天恩食品有限公司頂六廠,0,0,0,0.036,0.036,0.036
R1400472,展倚鋁業股份有限公司,0,0,0,0.036,0.036,0.036
S2010297,城光食品股份有限公司,0,0,0,0.036,0.036,0.036
T47A0244,坤翰有限公司附設屠宰場,0,0,0,0.036,0.036,0.036
S2902674,誠泰工業科技股份有限公司　　,2.896,0,0,0.035,2.931,0.035
F0606104,東誠電線電纜股份有限公司,2.122,0,0,0.035,2.157,0.035
H50A7913,偉普橡膠股份有限公司,1.818,0,0.003,0.032,1.853,0.035
G37A2135,晶渼實業有限公司,1.169,0,0.003,0.032,1.204,0.035
P46A5544,上銀科技股份有限公司雲科三廠,0.675,0,0,0.035,0.71,0.035
P46A3083,強榮科技股份有限公司,0.571,0.002,0,0.033,0.606,0.035
L0400857,威興鑄造工業有限公司,0.183,0,0.023,0.012,0.218,0.035
R8704115,弘鎮金屬股份有限公司,0.144,0,0.006,0.029,0.179,0.035
K7305602,意鑫合金工業股份有限公司後龍分公司,0.058,0,0.01,0.025,0.093,0.035
B9301617,愛爾蘭商速聯股份有限公司台灣分公司豐洲廠,0.048,0,0.02,0.015,0.083,0.035
F0602035,錦春綢線廠有限公司,0.002,0,0.021,0.014,0.037,0.035
S2100027,三和瓦廠,0.001,0,0.002,0.033,0.036,0.035
D3303239,允頌旅館有限公司,0,0,0.021,0.014,0.035,0.035
E4801013,歐洲旅館,0,0,0.021,0.014,0.035,0.035
E5200949,熱海別館,0,0,0.021,0.014,0.035,0.035
I26B5436,湖水岸人文休閒旅館,0,0,0,0.035,0.035,0.035
L0101046,民証金屬企業有限公司,0,0,0,0.035,0.035,0.035
L8602406,金樺興股份有限公司,0,0,0.019,0.016,0.035,0.035
P4602016,順晉實業股份有限公司,0.453,0.002,0.02,0.013,0.488,0.035
B21A2037,銢錩國際有限公司,0.141,0,0.026,0.009,0.176,0.035
J5904364,台灣櫻宮化學股份有限公司,4.039,0,0,0.034,4.073,0.034
H5301280,大勤化成股份有限公司觀音廠,2.938,0.034,0,0,2.972,0.034
S2003318,金皇企業股份有限公司,2.717,0,0,0.034,2.751,0.034
P6004009,善德生化科技股份有限公司,1.63,0,0,0.034,1.664,0.034
H4805029,良和工業股份有限公司,0.709,0,0,0.034,0.743,0.034
S2906403,吉勝美工業有限公司,0.375,0,0.02,0.014,0.409,0.034
S2201065,大立高分子工業股份有限公司仁武廠,0.247,0,0,0.034,0.281,0.034
L0400571,源泰鑄造股份有限公司,0.184,0,0.03,0.004,0.218,0.034
N1109168,米凱有限公司,0.092,0,0,0.034,0.126,0.034
W0405035,堡鋒實業有限公司,0.089,0,0.012,0.022,0.123,0.034
B23A4895,豪豐工業股份有限公司,0.031,0,0.01,0.024,0.065,0.034
G3200894,誼聯機械鑄造股份有限公司,0.021,0,0.031,0.003,0.055,0.034
H4801898,永金壓鑄廠股份有限公司一廠,0.01,0,0.02,0.014,0.044,0.034
P46A8053,財團法人紡織產業綜合研究所,0.01,0.002,0,0.032,0.044,0.034
A3900168,第一華僑大飯店股份有限公司,0,0,0,0.034,0.034,0.034
D3204508,力伽實業股份有限公司,0,0,0,0.034,0.034,0.034
N3004844,有信心家禽屠宰場,0,0,0.018,0.016,0.034,0.034
S2601574,皇沅企業有限公司　　　　,0,0,0.01,0.024,0.034,0.034
U9102427,慈濟學校財團法人慈濟大學,0,0,0,0.034,0.034,0.034
K8204426,旭宏金屬股份有限公司,4.385,0,0.007,0.026,4.418,0.033
Q7200697,宜昌塑膠工業股份有限公司,0.601,0.033,0,0,0.634,0.033
U9102749,台灣中油股份有限公司油品行銷事業部東區營業處花蓮供油服務中心(花蓮庫區),0.523,0,0,0.033,0.556,0.033
B0400682,雙合鑫股份有限公司,0.195,0,0.002,0.031,0.228,0.033
H4704198,泰翔工業股份有限公司,0.113,0,0.018,0.015,0.146,0.033
A3805962,台北市政府工務局衛生下水道工程處迪化污水處理廠,0.09,0,0,0.033,0.123,0.033
B0002088,銓斌企業社,0.033,0,0.01,0.023,0.066,0.033
N0900876,華泰特殊織帶股份有限公司,0.009,0.003,0,0.03,0.042,0.033
J5902182,佐藤製藥股份有限公司新竹廠,0.007,0,0,0.033,0.04,0.033
T5800223,順益木材工業股份有限公司,0.004,0,0.002,0.031,0.037,0.033
E5401339,國防部軍備局生產製造中心第二0五廠,0.001,0,0,0.033,0.034,0.033
A3900097,華泰大飯店企業股份有限公司,0,0,0,0.033,0.033,0.033
F0720609,呈錩工業有限公司樹林廠,0,0,0,0.033,0.033,0.033
N0900232,台灣百和工業股份有限公司一廠,0,0,0,0.033,0.033,0.033
N2500365,鴻侑金屬有限公司,0,0,0,0.033,0.033,0.033
R0401019,鑫興鋁業股份有限公司,0,0,0,0.033,0.033,0.033
S2000433,台灣東京窯業股份有限公司,0,0,0,0.033,0.033,0.033
H4804871,明欣壁紙股份有限公司,3.608,0.018,0.001,0.013,3.64,0.032
E1603051,吉瞬興業股份有限公司本洲廠,3.495,0,0,0.032,3.527,0.032
L0300638,台灣車樂美縫衣機股份有限公司,3.135,0.014,0,0.018,3.167,0.032
L8801285,加寶工業股份有限公司,2.645,0,0,0.032,2.677,0.032
O1704812,台灣茂矽電子股份有限公司,2.093,0,0,0.032,2.125,0.032
R1402412,景美實業股份有限公司,1.619,0,0.007,0.025,1.651,0.032
S1602013,金邦工業股份有限公司　　,1.047,0,0,0.032,1.079,0.032
H4505784,正源企業股份有限公司楊梅二廠,0.853,0,0,0.032,0.885,0.032
D2800837,翰林出版事業股份有限公司,0.514,0,0,0.032,0.546,0.032
Q7104609,昌弘企業社,0.383,0,0.019,0.013,0.415,0.032
L9101499,明源橡膠工業股份有限公司,0.277,0,0,0.032,0.309,0.032
R8700822,建宗化學工業股份有限公司,0.052,0,0.019,0.013,0.084,0.032
R0404949,金安全科技股份有限公司,0.048,0,0.019,0.013,0.08,0.032
B9201943,巨堡五金工業股份有限公司,0.01,0,0.019,0.013,0.042,0.032
F1515120,冠勳企業社,0.007,0,0.019,0.013,0.039,0.032
S2100750,國家中山科學研究院化學研究所推進劑研製廠,0.005,0,0,0.032,0.037,0.032
L02A1339,翔浩國際有限公司,0.001,0,0.019,0.013,0.033,0.032
S2401396,昌億橡膠工業股份有限公司,0.001,0,0.019,0.013,0.033,0.032
B2302698,秀光實業股份有限公司,0,0,0.002,0.03,0.032,0.032
B9001952,好力企業股份有限公司,0,0,0.019,0.013,0.032,0.032
D9700330,隆有實企業社-三結義廠,0,0,0.019,0.013,0.032,0.032
E50A2459,西子灣大飯店有限公司,0,0,0.019,0.013,0.032,0.032
E5301165,阮綜合醫療社團法人阮綜合醫院,0,0,0,0.032,0.032,0.032
F0200906,三和興橡膠股份有限公司,0,0,0.019,0.013,0.032,0.032
F0611758,尼斯可股份有限公司,0,0,0.019,0.013,0.032,0.032
F1301939,保信實業有限公司土城工廠,0,0,0.019,0.013,0.032,0.032
H4305382,宏星製藥廠股份有限公司,0,0,0.019,0.013,0.032,0.032
H4501419,仁湧紡織股份有限公司,0,0,0.019,0.013,0.032,0.032
H5102161,瑞皇企業股份有限公司平鎮廠,0,0,0.019,0.013,0.032,0.032
J61A0771,正大香農產行青埔廠,0,0,0.019,0.013,0.032,0.032
L0401970,正點產業股份有限公司,0,0,0.019,0.013,0.032,0.032
L0403643,錦城鐵工廠,0,0,0.019,0.013,0.032,0.032
L05A2679,三奇醬園,0,0,0.019,0.013,0.032,0.032
L8804786,卜威工業股份有限公司,0,0,0,0.032,0.032,0.032
L8901146,育晉鋁業有限公司,0,0,0.019,0.013,0.032,0.032
M33A3137,盈照股份有限公司南投廠,0,0,0.019,0.013,0.032,0.032
M3604716,紳豐畜產加工股份有限公司,0,0,0.019,0.013,0.032,0.032
N1007507,好強貿易有限公司,0,0,0.019,0.013,0.032,0.032
O17A3902,瑜盛新有限公司,0,0,0.019,0.013,0.032,0.032
P4801617,三豐食品廠,0,0,0.019,0.013,0.032,0.032
P48A0821,新湯園游泳池,0,0,0.019,0.013,0.032,0.032
P5004078,寶新行,0,0,0.019,0.013,0.032,0.032
Q66A1107,宥德食品廠,0,0,0.002,0.03,0.032,0.032
Q6800451,實味企業股份有限公司,0,0,0.019,0.013,0.032,0.032
Q7702114,伍統水泥製品股份有限公司,0,0,0.019,0.013,0.032,0.032
Q8095092,家吉食品有限公司,0,0,0.019,0.013,0.032,0.032
Q8095341,保證責任嘉義縣梅山茶油生產合作社,0,0,0.019,0.013,0.032,0.032
R1401853,佐橋實業股份有限公司,0,0,0.002,0.03,0.032,0.032
R89A0274,壽香食品股份有限公司中正廠,0,0,0.019,0.013,0.032,0.032
S2001092,路健實業股份有限公司,0,0,0.019,0.013,0.032,0.032
S2002437,迪弘生物科技股份有限公司,0,0,0.019,0.013,0.032,0.032
S20A4072,金達五金企業有限公司,0,0,0.019,0.013,0.032,0.032
S2400460,皇佳化學製造股份有限公司,0,0,0.019,0.013,0.032,0.032
S2804851,冰海生物科技有限公司,0,0,0.019,0.013,0.032,0.032
S3503228,草地人溫泉民宿,0,0,0.019,0.013,0.032,0.032
T4200747,有台企業股份有限公司,0,0,0.002,0.03,0.032,0.032
T4203293,松芳醬園,0,0,0.019,0.013,0.032,0.032
T5700817,金皇企業股份有限公司,1.839,0.002,0.017,0.012,1.87,0.031
L0402655,永祺車業股份有限公司,5.51,0.005,0,0.026,5.541,0.031
J59A3761,碩禾電子材料股份有限公司,3.54,0.031,0,0,3.571,0.031
P60A0215,東鋼鋼結構股份有限公司(雲林廠),1.143,0.031,0,0,1.174,0.031
S1601169,皇益興業股份有限公司,0.215,0,0,0.031,0.246,0.031
L9500492,政昌鑄造股份有限公司,0.079,0,0.025,0.006,0.11,0.031
L0200286,毅勳凡而工業股份有限公司,0.062,0,0.012,0.019,0.093,0.031
N2805909,元景鴻企業有限公司,0.002,0,0,0.031,0.033,0.031
A45A6559,寒舍餐旅管理顧問股份有限公司信義分公司,0,0,0,0.031,0.031,0.031
F0409856,鶯達企業有限公司,0,0,0,0.031,0.031,0.031
L0300085,甘農股份有限公司,0,0,0.002,0.029,0.031,0.031
L9100796,華元食品股份有限公司,0,0,0,0.031,0.031,0.031
L9500527,台灣櫻花股份有限公司大雅廠,0,0,0,0.031,0.031,0.031
M3601153,竹山秀傳醫院,0,0,0,0.031,0.031,0.031
R1401844,群超鋁業股份有限公司,0,0,0,0.031,0.031,0.031
T4201388,建泰源農工股份有限公司,0,0,0,0.031,0.031,0.031
T42A8045,磁科股份有限公司,0,0,0.003,0.028,0.031,0.031
V7501916,空軍第七三七戰術戰鬥機聯隊,0,0,0,0.031,0.031,0.031
R0304971,茂迪股份有限公司園區分公司二廠,9.433,0.03,0,0,9.463,0.03
F2700016,五泰實業股份有限公司,4.972,0,0.013,0.017,5.002,0.03
M33A5420,台灣浩壹股份有限公司仁和廠,3.227,0,0.002,0.028,3.257,0.03
L9104141,台灣特格股份有限公司,1.958,0.03,0,0,1.988,0.03
D32A0888,台灣艾迪科精密化學股份有限公司,0.529,0,0,0.03,0.559,0.03
L9307160,步昇工業股份有限公司,0.495,0,0,0.03,0.525,0.03
P4602267,匯康股份有限公司,0.45,0,0,0.03,0.48,0.03
S29A1013,世鎧精密股份有限公司路竹廠,0.213,0,0,0.03,0.243,0.03
L0403287,光興熱處理股份有限公司,0.139,0,0,0.03,0.169,0.03
L8800582,龍雲鑄造股份有限公司,0.114,0,0.018,0.012,0.144,0.03
F08A0664,企振機械鑄造廠有限公司鶯歌廠,0.045,0,0.018,0.012,0.075,0.03
L8603305,新桐芳鑄造股份有限公司,0.02,0,0.009,0.021,0.05,0.03
E5301183,財團法人天主教聖功醫院,0,0,0,0.03,0.03,0.03
J59A4224,昌昱科技股份有限公司,0,0,0,0.03,0.03,0.03
N0809927,良豪工業股份有限公司鹿港廠,0,0,0,0.03,0.03,0.03
R9204285,奇美醫療財團法人柳營奇美醫院,0,0,0,0.03,0.03,0.03
S2600139,台灣家美實業股份有限公司,0,0,0,0.03,0.03,0.03
N08A4527,淞暘興業股份有限公司,0.92,0,0,0.029,0.949,0.029
H4501571,美吾華股份有限公司,0.604,0,0,0.029,0.633,0.029
N0703608,承龍股份有限公司,0.224,0,0,0.029,0.253,0.029
L8801810,科林實業股份有限公司,0.129,0.002,0.016,0.011,0.158,0.029
Q6903402,陸功工業股份有限公司,0.073,0,0.012,0.017,0.102,0.029
H42A6248,上登實業有限公司,0.054,0,0,0.029,0.083,0.029
L9501999,優記金屬工業有限公司,0.05,0,0,0.029,0.079,0.029
R1005646,超盛膠業有限公司,0.043,0,0.017,0.012,0.072,0.029
H5101173,寶齡富錦生技股份有限公司,0.002,0,0,0.029,0.031,0.029
C1000214,三軍總醫院附設基隆民眾診療服務處,0,0,0,0.029,0.029,0.029
E4901705,龍陽旅館有限公司,0,0,0.017,0.012,0.029,0.029
F0808046,誼得實業有限公司,0,0,0.017,0.012,0.029,0.029
H4249094,笙揚環球開發股份有限公司,0,0,0,0.029,0.029,0.029
H50A8258,品豐國際企業股份有限公司,0,0,0,0.029,0.029,0.029
L05A1463,丸文調理食品有限公司,0,0,0.017,0.012,0.029,0.029
L9703279,經準企業有限公司,0,0,0.017,0.012,0.029,0.029
N0807343,弘億企業社,0,0,0.017,0.012,0.029,0.029
N13A0287,寶豐香皂股份有限公司,0,0,0.017,0.012,0.029,0.029
N18A1408,良品團膳有限公司,0,0,0,0.029,0.029,0.029
S2801289,立州機械有限公司,0,0,0.017,0.012,0.029,0.029
T4301196,金發香醬園,0,0,0.017,0.012,0.029,0.029
V7502093,新福治大旅社,0,0,0.017,0.012,0.029,0.029
V8304313,法務部矯正署台東戒治所,0,0,0,0.029,0.029,0.029
H5301048,欣旺實業股份有限公司桃園廠,2.018,0,0.002,0.027,2.047,0.029
P4600816,日進鑄造有限公司,0.103,0,0.016,0.013,0.132,0.029
B2402531,家晟企業股份有限公司,0,0,0.002,0.027,0.029,0.029
D2904152,高雅化粧品有限公司,0,0,0.002,0.027,0.029,0.029
H5200591,福基實業有限公司桃園廠,0,0,0.002,0.027,0.029,0.029
R0404921,金旭泰實業有限公司,0,0,0.002,0.027,0.029,0.029
K7202017,台灣保來得股份有限公司頭份廠,9.125,0,0.007,0.021,9.153,0.028
L9590012,順捷股份有限公司,3.814,0,0,0.028,3.842,0.028
R8400961,台菱樹脂工業股份有限公司新營分公司,2.907,0,0,0.028,2.935,0.028
B8800380,井田國際醫藥廠股份有限公司,2.12,0,0,0.028,2.148,0.028
J5901961,全興避震器股份有限公司,0.978,0,0,0.028,1.006,0.028
J5905861,國碩科技工業股份有限公司湖口二廠,0.728,0.028,0,0,0.756,0.028
H43B8424,欣興電子股份有限公司合江二廠,0.649,0.028,0,0,0.677,0.028
R1403071,永家興五金有限公司,0.502,0,0,0.028,0.53,0.028
A3400118,長庚醫療財團法人台北長庚紀念醫院,0,0,0,0.028,0.028,0.028
A4004521,臺北巿政府社會局老人自費安養中心,0,0,0,0.028,0.028,0.028
G30A5243,永潔企業社,0,0,0.001,0.027,0.028,0.028
J5901238,遠東新世紀股份有限公司湖口紡織廠,0,0,0.016,0.012,0.028,0.028
J6003393,美麗新奇有限公司,0,0,0,0.028,0.028,0.028
P46A1423,銘崎生物科技股份有限公司,0,0,0,0.028,0.028,0.028
Q8303437,嘉義縣阿里山鄉公共造產阿里山閣大飯店,0,0,0,0.028,0.028,0.028
S1602344,長順源企業股份有限公司,0,0,0,0.028,0.028,0.028
S2902709,福密實業有限公司路竹廠,0,0,0,0.028,0.028,0.028
H5000546,台全電機股份有限公司,23.242,0,0.002,0.026,23.27,0.028
J5900464,台灣唯綠包裝股份有限公司,2.457,0,0.002,0.026,2.485,0.028
N2106036,福盛製罐工廠股份有限公司二廠,1.786,0,0.002,0.026,1.814,0.028
H4501035,亞力電機股份有限公司楊梅廠,0.574,0,0.002,0.026,0.602,0.028
S2907679,延鴻工業股份有限公司,0.422,0,0.002,0.026,0.45,0.028
J61A3884, 翊生科技股份有限公司,0,0,0.002,0.026,0.028,0.028
F1306523,佐全興業股份有限公司,8.903,0,0.002,0.025,8.93,0.027
F0103617,板橋室內運動俱樂部,0,0,0.002,0.025,0.027,0.027
N2100632,明鎰興業股份有限公司,0,0,0.002,0.025,0.027,0.027
N21A0241,金泰吉有限公司,0,0,0.002,0.025,0.027,0.027
F1305400,優美實業股份有限公司,6.231,0,0,0.027,6.258,0.027
N1305231,三阪實業股份有限公司,5.773,0,0,0.027,5.8,0.027
E1603042,順茂工業有限公司育才廠,0.25,0,0,0.027,0.277,0.027
L9302192,晟寶鑄造股份有限公司,0.126,0,0.02,0.007,0.153,0.027
H4705300,賀欣鋼鐵股份有限公司,0.095,0,0.015,0.012,0.122,0.027
S20A1117,佳進實業股份有限公司,0.092,0,0.015,0.012,0.119,0.027
F0801181,中京工業股份有限公司,0.001,0,0,0.027,0.028,0.027
B0504756,鑫二昶企業有限公司,0,0,0,0.027,0.027,0.027
B1800695,澄清綜合醫院,0,0,0,0.027,0.027,0.027
B2303462,澄清綜合醫院中港院,0,0,0,0.027,0.027,0.027
B2314947,湘禾工業有限公司,0,0,0,0.027,0.027,0.027
D2803301,豐田電機股份有限公司,0,0,0.013,0.014,0.027,0.027
L0501457,鈦金工業股份有限公司,0,0,0,0.027,0.027,0.027
N0702718,景大工業股份有限公司,0,0,0,0.027,0.027,0.027
N09A1132,偉熊企業有限公司,0,0,0,0.027,0.027,0.027
N1803661,葉群國際股份有限公司,0,0,0,0.027,0.027,0.027
Q7701779,空軍第四五五戰術戰鬥機聯隊,0,0,0,0.027,0.027,0.027
R0400129,旭振工業股份有限公司,0,0,0.016,0.011,0.027,0.027
S2010448,味帝企業股份有限公司,0,0,0,0.027,0.027,0.027
U9403438,空軍第401戰術混合聯隊,0,0,0,0.027,0.027,0.027
J5900240,台灣三菱電梯股份有限公司新竹工廠,1.936,0,0.002,0.024,1.962,0.026
H4702283,聯程工業股份有限公司大園廠,1.705,0.017,0.001,0.008,1.731,0.026
L0500610,豐民金屬工業股份有限公司大里工廠,0.39,0,0.002,0.024,0.416,0.026
T5704584,鯤晟五金股份有限公司,0.158,0,0.001,0.025,0.184,0.026
S3004159,惠瑔企業有限公司,0.104,0,0.002,0.024,0.13,0.026
L9803783,鋐光實業股份有限公司二廠,0.05,0,0.002,0.024,0.076,0.026
L9502316,空軍第三基勤大隊基勤中隊,0,0,0.002,0.024,0.026,0.026
J5902011,新三興股份有限公司,5.924,0,0,0.026,5.95,0.026
N19A1493,台灣薄膜工業股份有限公司彰化廠,5.814,0,0,0.026,5.84,0.026
S20A3797,皇華企業股份有限公司大發廠,5.061,0,0,0.026,5.087,0.026
E2901565,誠泰工業科技股份有限公司高科廠,1.772,0,0,0.026,1.798,0.026
O1706683,和喬科技股份有限公司碟片廠,1.527,0,0,0.026,1.553,0.026
F0600424,協成發印鐵製罐廠有限公司,1.196,0,0.011,0.015,1.222,0.026
R9004178,景岳生物科技股份有限公司南科廠,0.678,0,0,0.026,0.704,0.026
R10A0221,南億實業社,0.283,0,0,0.026,0.309,0.026
B9500736,佳昂工業股份有限公司,0.07,0,0.018,0.008,0.096,0.026
N1607061,基立化學股份有限公司彰濱廠,0.068,0,0,0.026,0.094,0.026
L93A0738,財田鐵工廠分廠,0.027,0,0.008,0.018,0.053,0.026
K7102263,德一食品股份有限公司,0.006,0,0,0.026,0.032,0.026
K7100170,鑫豪食品股份有限公司,0.004,0,0,0.026,0.03,0.026
B0300445,鼎泰豐企業社,0,0,0,0.026,0.026,0.026
B0505502,日月展金屬有限公司,0,0,0,0.026,0.026,0.026
B9800688,吉米食品有限公司,0,0,0,0.026,0.026,0.026
D30A0333,連發米粉工廠,0,0,0.015,0.011,0.026,0.026
E1700779,花鄉會館有限公司,0,0,0.015,0.011,0.026,0.026
E20A2764,金倫旅館實業有限公司,0,0,0.015,0.011,0.026,0.026
E3000352,施懷哲維克股份有限公司,0,0,0.015,0.011,0.026,0.026
E5003780,立多商旅有限公司,0,0,0.015,0.011,0.026,0.026
G38A4691,建軒粿仔行,0,0,0.015,0.011,0.026,0.026
H50A8456,翁財記國際食品有限公司龍潭廠,0,0,0.015,0.011,0.026,0.026
L03A1908,立浤有限公司,0,0,0,0.026,0.026,0.026
M3301863,朝新金屬工業股份有限公司,0,0,0,0.026,0.026,0.026
N1804248,宗鴻企業社,0,0,0,0.026,0.026,0.026
P4602187,欣茂興業有限公司,0,0,0,0.026,0.026,0.026
P46A3726,金福華食品貿易有限公司,0,0,0,0.026,0.026,0.026
Q8300098,高山青大飯店,0,0,0,0.026,0.026,0.026
R1406152,嘉丞食品工廠,0,0,0,0.026,0.026,0.026
R9705358,英象有限公司,0,0,0.015,0.011,0.026,0.026
S2600979,攸紘企業股份有限公司高雄廠,0,0,0,0.026,0.026,0.026
T47A1004,環球胜?股份有限公司農科分公司,0,0,0,0.026,0.026,0.026
R1201022,富強鑫精密工業股份有限公司,2.594,0,0.002,0.023,2.619,0.025
F0606122,五福電線股份有限公司,0.339,0,0,0.025,0.364,0.025
S3001032,豪億企業股份有限公司,0.07,0,0,0.025,0.095,0.025
L0056359,萬委工業有限公司,0.061,0,0.017,0.008,0.086,0.025
P4704793,九芊有限公司,0.021,0,0,0.025,0.046,0.025
L0001667,旭銘橡膠興業股份有限公司,0.005,0,0.015,0.01,0.03,0.025
M3304417,明高工程股份有限公司南投廠,0.001,0,0.015,0.01,0.026,0.025
A4500073,臺北市立聯合醫院松德院區,0,0,0,0.025,0.025,0.025
B2402906,法務部矯正署臺中戒治所,0,0,0,0.025,0.025,0.025
F13A2213,頂昌企業有限公司,0,0,0,0.025,0.025,0.025
H49B0272,益大理研股份有限公司,0,0,0.002,0.023,0.025,0.025
L0200919,千億興金屬股份有限公司,0,0,0.014,0.011,0.025,0.025
L9501882,尉達企業有限公司,0,0,0.002,0.023,0.025,0.025
P4607904,豐喜食品股份有限公司,0,0,0,0.025,0.025,0.025
T46A2077,亦盛實業有限公司,0,0,0,0.025,0.025,0.025
B0301577,金鎔企業有限公司二廠,0.034,0,0.007,0.018,0.059,0.025
E4906577,國巨股份有限公司楠梓分公司(W六廠),21.297,0.024,0,0,21.321,0.024
F0500787,中央印製廠青潭廠區,5.588,0.024,0,0,5.612,0.024
T42A4904,秉均國際股份有限公司,0.262,0,0.001,0.023,0.286,0.024
L9505693,佳衍工業股份有限公司,0.192,0,0.018,0.006,0.216,0.024
L0001354,順彬工業有限公司,0.167,0,0.02,0.004,0.191,0.024
R1402430,翎喬金屬工業股份有限公司,0.102,0,0.014,0.01,0.126,0.024
S2010260,金富苑工業股份有限公司　,0.066,0,0.011,0.013,0.09,0.024
L9304472,高瑋興業股份有限公司二廠,0.058,0,0,0.024,0.082,0.024
L8800877,英鼎工業股份有限公司,0.055,0,0.017,0.007,0.079,0.024
F0801565,綺美電鍍股份有限有限公司,0.032,0,0,0.024,0.056,0.024
L0402299,世豐精密金屬股份有限公司,0.027,0,0.02,0.004,0.051,0.024
Q77A0386,凱揚實業股份有限公司,0.025,0,0.007,0.017,0.049,0.024
P4802141,宏泰鑄造號,0.024,0,0.007,0.017,0.048,0.024
C1000303,柯達大飯店股份有限公司,0,0,0,0.024,0.024,0.024
D3101066,鐵道大飯店有限公司,0,0,0,0.024,0.024,0.024
D3209861,金大利實業有限公司,0,0,0.001,0.023,0.024,0.024
F0200451,正光店舖裝設股份有限公司,0,0,0.002,0.022,0.024,0.024
F0700456,友麗工業有限公司,0,0,0,0.024,0.024,0.024
F0702307,茂彥畜牧養豬場,0,0,0.001,0.023,0.024,0.024
G3001266,光南製藥股份有限公司,0,0,0.014,0.01,0.024,0.024
G38A0342,溪和食品有限公司,0,0,0,0.024,0.024,0.024
H4212177,住都飯店股份有限公司,0,0,0,0.024,0.024,0.024
H42A1139,住都飯店股份有限公司,0,0,0,0.024,0.024,0.024
I2603679,全瑩農產加工廠,0,0,0.014,0.01,0.024,0.024
L9100241,協正實業股份有限公司,0,0,0.001,0.023,0.024,0.024
L9405894,佳鈤金屬股份有限公司,0,0,0.022,0.002,0.024,0.024
L9500107,八德工業社,0,0,0,0.024,0.024,0.024
N12A1458,百桂食品有限公司溪湖廠,0,0,0,0.024,0.024,0.024
N1405156,靖美整理廠,0,0,0.014,0.01,0.024,0.024
N18A0668,和興屠宰場,0,0,0.014,0.01,0.024,0.024
P5400221,中華民國農會附設各級農會農化廠,0,0,0.014,0.01,0.024,0.024
P5400883,旺久食品行,0,0,0.001,0.023,0.024,0.024
Q78A0955,和睦農場,0,0,0.014,0.01,0.024,0.024
R97A0981,中國化學製藥股份有限公司台南三廠,0,0,0,0.024,0.024,0.024
